N;p;q;found_divisor;time;divisor_equal;base_size
39803;751;53;53;0.0;True;10
420643;547;769;769;0.0;True;10
895951447;16699;53653;16699;0.0;True;17
353260226626771;1648579;214281649;1648579;0.006992340087890625;True;28
1561699;3373;463;463;0.0009989738464355469;True;13
143439154997;498397;287801;287801;0.00099945068359375;True;20
607602454391887;26161769;23224823;23224823;0.008990764617919922;True;29
1590418911521663;64003741;24848843;24848843;0.010002374649047852;True;26
611047667;15331;39857;15331;0.0;True;16
1156497163;62659;18457;18457;0.0009989738464355469;True;16
2507831;1549;1619;1549;0.0009984970092773438;True;13
1863670639;12659;147221;12659;0.0;True;18
6215395560313;3250769;1911977;1911977;0.09989809989929199;True;22
549840371;57593;9547;9547;0.0;True;17
95797861;22367;4283;4283;0.003995418548583984;True;15
14545631201;119083;122147;119083;0.001996755599975586;True;17
1156567869703;2544631;454513;454513;0.0019986629486083984;True;22
309530290558129;28501871;10859999;10859999;0.00499415397644043;True;25
400493;647;619;619;0.0;True;12
237191923065281;27525383;8617207;8617207;0.003996133804321289;True;26
68029007;15973;4259;4259;0.001013040542602539;True;16
55577622303431;7831409;7096759;7831409;0.004994392395019531;True;23
20351543;1301;15643;1301;0.0;True;14
433589460231971;14889547;29120393;29120393;0.003995656967163086;True;26
323681;751;431;431;0.0;True;12
895417;877;1021;1021;0.0;True;11
2058349;5431;379;379;0.0;True;13
2789261;10369;269;269;0.0;True;14
182401;1019;179;1019;0.0;True;10
37599338087;386161;97367;386161;0.001997709274291992;True;19
452859410347;4836743;93629;93629;0.0;True;23
4545631;2927;1553;1553;0.0;True;12
1432907089751;1707413;839227;839227;0.0009996891021728516;True;24
392071801733;407651;961783;961783;0.0020105838775634766;True;20
164138175883153;5926903;27693751;5926903;0.004994630813598633;True;25
47872260259929463;324120569;147698927;147698927;0.0323328971862793;True;29
1483441169993;1972669;751997;1972669;0.001997709274291992;True;21
37748197;7699;4903;4903;0.0;True;13
17259055789337;2386271;7232647;2386271;0.004993438720703125;True;24
538939618991;331577;1625383;331577;0.0029969215393066406;True;21
539667604492091027;508917947;1060421641;508917947;0.048963308334350586;True;30
11951272693967;4585439;2606353;2606353;0.02197742462158203;True;23
4627;661;7;7;0.0;True;10
433324049731;942187;459913;459913;0.0009992122650146484;True;21
108865303295299;5367157;20283607;20283607;0.45653343200683594;True;26
10424235435793;2893879;3602167;2893879;0.001996278762817383;True;24
24618961;131;187931;131;0.0;True;19
37454017;7639;4903;4903;0.0;True;13
494239;509;971;509;0.0;True;12
12090925180783;3060917;3950099;3060917;0.005993366241455078;True;22
158750553541319;15459671;10268689;10268689;0.005007743835449219;True;24
8311631;1193;6967;1193;0.0;True;13
592438745161;802357;738373;802357;0.0;True;20
34628775222662483;66982787;516980209;66982787;0.02497410774230957;True;29
252669518837;296797;851321;296797;0.0009992122650146484;True;20
1718273685643;2862077;600359;600359;0.0029969215393066406;True;22
5345549436127;1977319;2703433;1977319;0.13684797286987305;True;23
4541213;1259;3607;1259;0.0;True;12
64703;727;89;89;0.0;True;10
7403402681;59663;124087;124087;0.0009989738464355469;True;17
7623192541;67157;113513;113513;0.0;True;17
196050262643237;14105881;13898477;14105881;0.002997159957885742;True;24
14141588932443257;51202259;276190723;51202259;0.015982866287231445;True;29
568511;811;701;811;0.0;True;10
6349953304517;12439157;510481;510481;0.002996683120727539;True;24
557833;919;607;919;0.0;True;10
153001206435061;14606029;10475209;10475209;0.00700688362121582;True;24
10790128125550567;55605817;194046751;55605817;0.022980451583862305;True;28
66194284666009993;267834817;247145929;267834817;0.015970468521118164;True;28
6292822199790743;66355433;94835071;94835071;0.03298497200012207;True;27
9242026067;72089;128203;128203;0.01698470115661621;True;18
11817151;3853;3067;3067;0.0009992122650146484;True;12
434546311021;600319;723859;600319;0.02897024154663086;True;20
4383986779;36767;119237;36767;0.0029976367950439453;True;17
331927178165971;13382909;24802319;13382909;0.007991552352905273;True;29
82998957869957;10052327;8256691;8256691;0.004976749420166016;True;24
3488759;1997;1747;1997;0.0;True;13
1247431;3257;383;383;0.00099945068359375;True;13
286020110029;844447;338707;338707;0.006987094879150391;True;20
257819;311;829;311;0.0;True;13
743319722441119;2745797;270711827;2745797;0.0069925785064697266;True;30
827371;937;883;937;0.0;True;11
201773563;22921;8803;8803;0.0;True;15
638321173200576911;683486477;933919243;683486477;0.04794955253601074;True;30
3723294317202269;91042957;40896017;91042957;0.019979238510131836;True;27
286484287;83063;3449;3449;0.0;True;17
6539;13;503;13;0.0;True;10
311347259;11159;27901;27901;0.0;True;16
76444695433;334183;228751;228751;0.0;True;19
84863;113;751;113;0.0;True;11
985915019;100799;9781;9781;0.0;True;18
368607353982697391;917203769;401881639;401881639;0.08391475677490234;True;30
60032682197399;1949657;30791407;1949657;0.7228927612304688;True;25
21982790792926591;100578679;218563129;218563129;0.18740487098693848;True;28
209207;1597;131;131;0.0;True;11
3606063491;240677;14983;14983;0.0029964447021484375;True;18
43984777663;513427;85669;85669;0.0009987354278564453;True;19
1239123930273751;32042551;38671201;38671201;0.0;True;27
7063806161532763;76753447;92032429;92032429;0.024986982345581055;True;27
10819472973167;5940271;1821377;5940271;0.004994869232177734;True;24
0;0;293;2;0.0;False;10
95966583121;517823;185327;185327;0.001016855239868164;True;21
5773531;1511;3821;1511;0.0;True;12
29432227309;690719;42611;690719;0.0;True;20
89523952629929;1934869;46268741;1934869;0.004994392395019531;True;26
54911242667;291209;188563;188563;0.0010073184967041016;True;21
800246549;18553;43133;43133;0.0;True;17
2002923353;45659;43867;43867;0.0;True;16
33043589385246667;145429771;227213377;227213377;0.0009992122650146484;True;28
15249702406312201;115626053;131888117;131888117;12.40833854675293;True;28
13022949354901;2083009;6251989;2083009;0.0009984970092773438;True;24
9408948720276667;118641739;79305553;118641739;0.03195476531982422;True;27
24383;659;37;37;0.0;True;10
19422235943855593;192778711;100748863;100748863;0.02698516845703125;True;28
14089534748327;3769399;3737873;3769399;0.3056912422180176;True;22
35363754193;754781;46853;46853;0.00099945068359375;True;20
436248940126313;10703843;40756291;40756291;0.01098942756652832;True;26
101681900251;196879;516469;196879;0.0019965171813964844;True;21
677074830560077;32661179;20730263;32661179;0.007992982864379883;True;25
25035859;4027;6217;4027;0.0;True;13
30576942757;344797;88681;88681;0.0009980201721191406;True;19
5710570231;78301;72931;78301;0.0;True;18
9146471;1459;6269;1459;0.0010006427764892578;True;14
23811492329579609;431595289;55170881;55170881;0.013986349105834961;True;30
84190330927;229591;366697;229591;0.0019986629486083984;True;19
728002497379;213319;3412741;213319;0.004990816116333008;True;23
8413;47;179;47;0.0;True;12
6723422336273;1131253;5943341;1131253;0.004009723663330078;True;23
7056977;5441;1297;1297;0.0;True;13
1646808923;39293;41911;41911;0.0;True;16
399386052029;3833873;104173;104173;0.0010006427764892578;True;22
1958153;1609;1217;1609;0.0;True;12
114056116679;281849;404671;281849;0.002997159957885742;True;19
14808082997;248537;59581;248537;0.0009980201721191406;True;18
3663712668822653;22705597;161357249;22705597;0.025971651077270508;True;28
43778097947;191491;228617;228617;0.0009992122650146484;True;20
9978501847;42433;235159;235159;0.0009992122650146484;True;18
918405419282926439;997185671;920997409;997185671;0.07280421257019043;True;30
144869;457;317;457;0.00099945068359375;True;10
238042829;29611;8039;8039;0.0;True;16
33417717719;223681;149399;149399;0.0009989738464355469;True;18
222025406467;522623;424829;522623;0.0019941329956054688;True;19
3167919943;94811;33413;33413;0.0010020732879638672;True;18
134344697;13219;10163;10163;0.0;True;14
21952003607;92507;237301;92507;0.0;True;18
1928290486184707;63927991;30163477;30163477;0.010984659194946289;True;26
2054692931;34961;58771;34961;0.0;True;16
104928199744403681;217821061;481717421;217821061;0.014980792999267578;True;30
12124573;3673;3301;3301;0.0;True;12
82727969;8689;9521;8689;0.0;True;14
25687160039;230149;111611;111611;0.001997709274291992;True;18
3447212015723977;25875613;133222429;25875613;0.010988473892211914;True;30
109105350288901;7250011;15048991;7250011;0.00799560546875;True;26
53053229113;189271;280303;189271;0.0009989738464355469;True;19
2773599761;42929;64609;64609;0.0;True;16
33384094019;170347;195977;195977;0.001016855239868164;True;18
42579454199800121;446271341;95411581;95411581;0.03696846961975098;True;30
1678211;7393;227;227;0.0;True;13
29166370614360901;248307877;117460513;248307877;0.05692911148071289;True;28
260264561087;826061;315067;315067;0.0;True;20
20091123405036769;35801819;561176051;35801819;0.018980741500854492;True;30
1638059477723;1902391;861053;861053;0.001013040542602539;True;21
4827181;1223;3947;1223;0.0009984970092773438;True;13
9514717;3581;2657;3581;0.0;True;12
55622637057697111;587886113;94614647;94614647;0.0029976367950439453;True;30
10691469479724989;70596167;151445467;70596167;0.020978927612304688;True;28
39043969;7213;5413;5413;0.0;True;13
42269;43;983;43;0.0;True;10
7243386468224807;76589657;94573951;76589657;0.9879887104034424;True;29
158522267;15013;10559;10559;0.0009987354278564453;True;14
1100137091;18143;60637;18143;0.0;True;16
274081711;6389;42899;6389;0.0009992122650146484;True;16
4627250981;78241;59141;78241;0.0;True;17
6722255649489521;46862449;143446529;46862449;0.01997995376586914;True;28
4453988928079;2841763;1567333;2841763;0.0019974708557128906;True;24
111423145877;46021;2421137;46021;0.0009992122650146484;True;22
336282181909;720703;466603;466603;0.00099945068359375;True;24
10295409923;572699;17977;17977;0.0009982585906982422;True;21
9602221;853;11257;853;0.0;True;14
47186851;7129;6619;6619;0.0;True;14
44481973223321729;233378809;190599881;233378809;0.016982555389404297;True;28
910378892747549;27529633;33069053;27529633;0.0019991397857666016;True;27
1097202781;11087;98963;11087;0.0;True;17
131038190279;465743;281353;281353;0.003995418548583984;True;19
10253274946379;6068093;1689703;6068093;0.006397724151611328;True;23
697081457;16673;41809;16673;0.0005776882171630859;True;16
243514995761;990313;245897;245897;0.001607656478881836;True;20
37845469;5641;6709;5641;0.0;True;14
5227526009;24077;217117;24077;0.0;True;18
75856017940247;5780087;13123681;13123681;0.0064203739166259766;True;24
147479136037;260791;565507;260791;0.001065969467163086;True;20
7129075687;97553;73079;73079;0.0005397796630859375;True;17
297833512849193;58645603;5078531;5078531;0.01199030876159668;True;26
28072815389636023;161793497;173510159;161793497;1.4406862258911133;True;29
24069844767198977;120630131;199534267;120630131;0.02597332000732422;True;28
22027825367749997;183836749;119822753;183836749;0.03995919227600098;True;28
13873529;18041;769;769;0.0;True;15
346253;181;1913;181;0.0;True;11
209054803;8447;24749;8447;0.0019974708557128906;True;16
9416159;2927;3217;3217;0.0;True;12
23224089278438183;259107469;89631107;89631107;0.016995906829833984;True;28
83520224522817991;324041749;257745259;257745259;0.023979663848876953;True;29
127746788902288477;457041163;279508279;279508279;1.532252311706543;True;29
1075637811481;654611;1643171;654611;0.0009992122650146484;True;21
226529;359;631;631;0.0;True;10
90837673794589;12386321;7333709;7333709;0.004994392395019531;True;24
401227;607;661;661;0.0;True;10
1417137821501;786059;1802839;786059;0.0009989738464355469;True;21
14644680367;497729;29423;29423;0.0;True;20
462101699;19231;24029;24029;0.0009992122650146484;True;15
18068060833;60661;297853;60661;0.0009989738464355469;True;19
115621624570938193;389229047;297052919;389229047;0.013986587524414062;True;29
545448874451478911;592965103;919866737;919866737;0.0169830322265625;True;30
27692699;11317;2447;2447;0.00099945068359375;True;14
33358573939;148153;225163;225163;0.016980409622192383;True;18
8324619728723;1304389;6382007;1304389;0.0019979476928710938;True;23
137433421552459;5766779;23831921;5766779;0.008992195129394531;True;25
4210156535911607;104476973;40297459;40297459;0.016982555389404297;True;30
234453187;14323;16369;16369;0.0;True;16
394815418750118077;765626839;515676043;515676043;0.05895209312438965;True;30
417841234571141;77325697;5403653;77325697;0.0039958953857421875;True;28
12300590087;125387;98101;125387;0.0;True;17
240382435354151;14694917;16358203;14694917;0.030968427658081055;True;24
13904702947;74897;185651;74897;0.0009996891021728516;True;18
82852364672505971;397664231;208347541;208347541;0.03296947479248047;True;30
90129659;11971;7529;7529;0.0;True;14
1590244899787;386629;4113103;386629;0.001996278762817383;True;24
242023091993;1947919;124247;124247;0.0010120868682861328;True;21
2051302193;50261;40813;50261;0.0;True;18
1546115725198027;43636181;35431967;43636181;0.0049953460693359375;True;26
1677983;2029;827;2029;0.0;True;11
474473;617;769;769;0.0;True;11
6646531;6803;977;977;0.0;True;13
1825541;719;2539;719;0.0;True;14
5118823;3067;1669;3067;0.0;True;12
83355763;64667;1289;1289;0.0;True;16
14606350288171531;102074911;143094421;102074911;0.015983104705810547;True;29
2967215916728237;46458803;63867679;63867679;0.012987136840820312;True;26
2457688573253;930277;2641889;930277;0.0010025501251220703;True;22
4136982052781;2751899;1503319;1503319;0.004002571105957031;True;24
9599501693;79801;120293;120293;0.0009913444519042969;True;18
3505;5;701;5;0.0;True;10
3109066421;52747;58943;58943;0.0010001659393310547;True;17
3269569;6659;491;491;0.0;True;13
188987353;24547;7699;7699;0.0019974708557128906;True;16
2478440095057;1394699;1777043;1394699;0.2527430057525635;True;21
3658174769413123;762685879;4796437;4796437;0.0009987354278564453;True;30
1561915643;13967;111829;13967;0.0009860992431640625;True;17
75775189297;201451;376147;201451;0.0040094852447509766;True;20
8839697;3889;2273;2273;0.0009984970092773438;True;13
44470377523852913;171058453;259971821;171058453;0.6379599571228027;True;28
3603139;3571;1009;1009;0.0;True;14
36371;983;37;37;0.0;True;10
4466272499567;1482743;3012169;3012169;0.0029969215393066406;True;22
7686487;3433;2239;2239;0.0;True;13
4141160247622451;45343099;91329449;45343099;0.0179898738861084;True;27
3833831;6883;557;557;0.0;True;14
40303;983;41;41;0.0;True;11
654749658262170221;944246257;693409853;693409853;0.05694127082824707;True;30
16411469;1373;11953;1373;0.0;True;16
2521302829;62299;40471;62299;0.0009992122650146484;True;17
70806227;18049;3923;3923;0.0;True;15
59677;719;83;83;0.0;True;12
1383187112497;1775281;779137;1775281;0.001998424530029297;True;21
12563;739;17;17;0.0;True;10
1693470535831091;42656969;39699739;42656969;0.019978046417236328;True;26
8393503;1019;8237;1019;0.0;True;14
7154728881401;2623993;2726657;2726657;0.001001119613647461;True;23
49764469;27479;1811;1811;0.0;True;15
1709669261;33641;50821;50821;0.0020012855529785156;True;16
657945506839;665773;988243;988243;0.0;True;20
872405033;12601;69233;12601;0.0;True;18
173467517089;310547;558587;310547;0.012001752853393555;True;20
2189321741;38747;56503;38747;0.0;True;16
4489713101;83311;53891;53891;0.0009984970092773438;True;18
690637;1559;443;443;0.0;True;11
114216787;14489;7883;7883;0.0009989738464355469;True;14
13627;13627;1;7883;0.2637293338775635;False;14
1131601;389;2909;389;0.0;True;12
7951063895779;7338931;1083409;1083409;0.011987447738647461;True;23
11742041;5003;2347;2347;0.0;True;13
12618760434568591;178089511;70856281;70856281;0.013985872268676758;True;28
73169;3851;19;19;0.0;True;12
629062991;18433;34127;34127;0.0;True;16
19289689;129461;149;149;0.0;True;17
106429;71;1499;71;0.0;True;11
1619656789;48091;33679;48091;0.0;True;17
703328310940179937;884399237;795261101;884399237;0.1638317108154297;True;30
138389343705211;6774827;20426993;20426993;0.003995656967163086;True;26
245067420774511;23473367;10440233;10440233;0.009977102279663086;True;26
46368899;2039;22741;2039;0.0;True;15
88105983071;196873;447527;196873;0.002002716064453125;True;19
7149299324170099;254087101;28137199;28137199;0.020978212356567383;True;28
127650288963907;9131777;13978691;13978691;0.010976314544677734;True;25
27264660265618481;180186031;151313951;180186031;0.015982866287231445;True;29
1868822821;97553;19157;19157;0.0;True;17
575284420169;646379;890011;890011;0.0009989738464355469;True;20
90009460111;506351;177761;177761;0.0009984970092773438;True;19
3886919567;102161;38047;38047;0.0009989738464355469;True;17
5311981;1327;4003;1327;0.0;True;13
2216033038603;1142929;1938907;1142929;0.0009999275207519531;True;22
76571548557989;6223669;12303281;6223669;0.0039958953857421875;True;24
1865095926373;1108489;1682557;1682557;0.0029935836791992188;True;21
3179713764349;2641193;1203893;1203893;0.8932948112487793;True;22
254465030396865703;466633789;545320627;545320627;0.04294133186340332;True;30
701712788255108557;708674587;990176311;990176311;0.1258838176727295;True;30
1306994742559733;28068107;46565119;28068107;0.6219992637634277;True;26
100463927;11933;8419;11933;0.0;True;15
2894529237007259;52606361;55022419;55022419;0.019979238510131836;True;26
463487;1723;269;1723;0.0;True;11
1045418438094397;63893591;16361867;63893591;2.3391880989074707;True;26
959439389;31081;30869;30869;0.0;True;15
8255535367;68567;120401;120401;0.0009982585906982422;True;17
674931683;49529;13627;49529;0.0009980201721191406;True;16
4612057;1151;4007;1151;0.0;True;12
719406264219023;7053001;102000023;7053001;0.007992982864379883;True;27
179758957121;623023;288527;623023;0.004995107650756836;True;20
51709995637;36749;1407113;36749;0.0;True;21
8722353557387;3124577;2791531;2791531;0.003998517990112305;True;23
30531132659;183259;166601;166601;0.0029976367950439453;True;18
2776209214589;1711091;1622479;1622479;0.0069882869720458984;True;21
127462585062529;9292639;13716511;9292639;0.02595829963684082;True;24
1100401;1049;1049;1049;0.0;True;12
59511957707051;8224631;7235821;8224631;0.01797938346862793;True;23
48959017;8009;6113;6113;0.0;True;13
358193091323275729;713234299;502209571;502209571;0.05295896530151367;True;30
50981228761;102329;498209;498209;0.00499415397644043;True;19
3730785689117;2275831;1639307;1639307;0.0;True;22
45614271581;360271;126611;126611;0.0;True;20
2410672725959;3345847;720497;720497;0.003005504608154297;True;23
4890877;6977;701;6977;0.0;True;13
23634139;4111;5749;4111;0.0;True;14
54160216547301437;454858697;119070421;119070421;0.01898050308227539;True;29
699271873;22697;30809;22697;0.0009996891021728516;True;15
448078639139743;21180751;21154993;21180751;0.025972366333007812;True;27
12733649;2857;4457;4457;0.0;True;13
1441254931;63299;22769;22769;0.0;True;19
50868142926389;6075071;8373259;8373259;0.0070056915283203125;True;24
278423;547;509;509;0.0;True;10
254636320537;220919;1152623;220919;0.0019986629486083984;True;23
309841079;14741;21019;21019;0.0;True;15
9537571247861;1873283;5091367;1873283;0.006980419158935547;True;23
13895584403;78787;176369;78787;0.0009989738464355469;True;18
8892046117;68443;129919;68443;0.0019943714141845703;True;17
34362229251353;9994427;3438139;3438139;0.011989831924438477;True;24
3686081093;38723;95191;38723;0.0;True;17
14678826704586091;249895411;58739881;249895411;0.020966053009033203;True;28
8416553552789257;118501921;71024617;71024617;0.38167691230773926;True;27
179307401272067;18783911;9545797;18783911;0.006988525390625;True;25
9619261;2789;3449;2789;0.0;True;12
383431931;9973;38447;9973;0.0;True;16
419351913011;2062187;203353;203353;0.0030050277709960938;True;21
11182489;4673;2393;2393;0.0;True;13
2748177127;49393;55639;49393;0.0009984970092773438;True;16
3432439631;13451;255181;13451;0.0;True;19
463349;823;563;563;0.0;True;11
11970777187;183059;65393;65393;0.000997781753540039;True;18
121602743813;534581;227473;227473;0.0;True;21
52293803;3947;13249;13249;0.0;True;14
102468683;7237;14159;7237;0.0;True;15
692159679389;731683;945983;731683;0.05495405197143555;True;22
203552417701639;13890031;14654569;13890031;0.12785911560058594;True;24
196885916882467;6564521;29992427;6564521;0.007991313934326172;True;25
6665221;3001;2221;3001;0.0;True;12
113648191;2939;38669;2939;0.0;True;17
802302299191;822197;975803;822197;0.0019979476928710938;True;20
71412014699682359;305198111;233985769;233985769;0.03296685218811035;True;29
24471128119;94439;259121;259121;0.0009989738464355469;True;18
222949;113;1973;113;0.0;True;11
22528465963;117671;191453;191453;0.0009987354278564453;True;18
742201377440528737;1073261989;691537933;691537933;0.1618342399597168;True;30
251224643;8521;29483;8521;0.0;True;15
132672503;18553;7151;7151;0.0;True;15
500387;811;617;811;0.0;True;10
1418145191;61871;22921;22921;0.0009989738464355469;True;17
68732689;19183;3583;3583;0.0;True;16
1587052931890229;53794121;29502349;29502349;0.013986349105834961;True;26
6394094701;110569;57829;57829;0.0029969215393066406;True;17
520350847;17123;30389;17123;0.0;True;15
3812270260733821;30488981;125037641;30488981;0.014981508255004883;True;27
549818417;35447;15511;35447;0.0;True;17
989387544060317;19123229;51737473;19123229;0.004008769989013672;True;26
367200474331;773609;474659;474659;0.0020112991333007812;True;20
707381317;35111;20147;20147;0.0;True;17
121284881;8429;14389;8429;0.0;True;14
41994319091089;3267497;12852137;12852137;0.0009984970092773438;True;24
128801369;3251;39619;3251;0.0;True;16
1281112139;110641;11579;110641;0.0009992122650146484;True;18
365531489617451;20975261;17426791;17426791;0.004001617431640625;True;25
152323157966051383;321042143;474464681;474464681;9.018091678619385;True;30
108726847;25457;4271;4271;0.0;True;15
139632988485968533;299469173;466268321;466268321;0.02197718620300293;True;29
191945809381515199;723402061;265337659;265337659;5.670600414276123;True;30
458664007229;682151;672379;672379;0.001998424530029297;True;20
88771915403;669527;132589;132589;0.0;True;20
32761845635657;2220373;14755109;2220373;0.003995656967163086;True;24
44742358987842311;155953703;286895137;286895137;0.007991552352905273;True;30
3100669278779609;65276521;47500529;47500529;1.6173620223999023;True;26
194639;1289;151;151;0.0;True;11
106312567;14083;7549;7549;0.0;True;15
255988287178071023;824792149;310367027;310367027;0.01997995376586914;True;30
1783293615855749;23223157;76789457;76789457;0.016978025436401367;True;27
50230322506097;8359951;6008447;6008447;0.09690093994140625;True;23
1053139;1669;631;631;0.0;True;12
16829333;1429;11777;1429;0.0;True;15
648868422439;844163;768653;768653;0.0039958953857421875;True;22
4970515782337081;121920817;40768393;121920817;0.004995584487915039;True;27
35225095851494443;498441109;70670527;70670527;0.014985799789428711;True;29
9598120612501;2875489;3337909;2875489;0.015982627868652344;True;22
686662817;78809;8713;8713;0.0;True;18
129131769817;7624241;16937;16937;0.0;True;23
50126272437672647;158734067;315787741;158734067;0.030968189239501953;True;29
6846179;7933;863;863;0.0;True;14
117278201;7247;16183;16183;0.0;True;15
37770504571;392099;96329;392099;0.0009984970092773438;True;19
700732444861;410171;1708391;1708391;0.001997709274291992;True;21
57826292304626059;252937987;228618457;228618457;0.03496527671813965;True;30
423201233089;972901;434989;434989;0.0010001659393310547;True;21
1073348747617;3648079;294223;294223;0.0;True;22
21907685525789159;256519453;85403603;85403603;0.030980825424194336;True;29
233332015658827;22455443;10390889;10390889;0.017977476119995117;True;25
1022580432053;1006783;1015691;1006783;0.0;True;20
2655943563401;3838973;691837;691837;0.0009992122650146484;True;25
327121;877;373;373;0.0;True;11
255106933;11497;22189;11497;0.0;True;15
556013;419;1327;419;0.0;True;11
100678118863164949;433735271;232118819;433735271;0.025972843170166016;True;29
38099557;4793;7949;7949;0.0;True;13
1904439860717;5878681;323957;323957;0.001998424530029297;True;23
241708836529;2904491;83219;83219;0.0;True;23
9234916294507;3319177;2782291;3319177;0.0019986629486083984;True;22
61464532439551;6226141;9872011;6226141;0.07991790771484375;True;25
18897451943581;2978711;6344171;2978711;0.25686216354370117;True;23
263563;587;449;449;0.0;True;10
55634324928641;9066557;6136213;6136213;0.002996683120727539;True;24
914838019;29287;31237;29287;0.0009989738464355469;True;18
45958063;3593;12791;3593;0.0;True;14
786143;839;937;937;0.0;True;10
2557114682834363;59821771;42745553;59821771;0.01998448371887207;True;27
590509;2179;271;271;0.0;True;13
4283339;7297;587;587;0.0;True;13
120232061;2239;53699;2239;0.0;True;16
73046649647471;4823471;15144001;15144001;0.008984565734863281;True;24
11495388557573;1951493;5890561;1951493;0.003996133804321289;True;24
104501641;13183;7927;7927;0.0;True;14
554786354281217;5002259;110907163;5002259;1.2236099243164062;True;27
1055500347379;886307;1190897;886307;0.0019979476928710938;True;23
53059993555879;13521043;3924253;3924253;0.16153883934020996;True;24
11329557079;354259;31981;31981;0.0009984970092773438;True;19
2972513;1487;1999;1487;0.0;True;11
148027300325741;8110457;18251413;8110457;0.0019979476928710938;True;25
16367;1259;13;13;0.0;True;12
57268661;2161;26501;2161;0.0;True;15
6855413003;27031;253613;27031;0.0;True;18
517001681929;2362691;218819;2362691;0.022977113723754883;True;22
1491122265827;1699457;877411;1699457;0.0009989738464355469;True;21
3229260265487819;59286889;54468371;59286889;0.01997995376586914;True;26
331439;431;769;431;0.0;True;10
9806693314303;1487389;6593227;1487389;0.004006385803222656;True;23
1959615929;59219;33091;33091;0.0;True;16
782651;14767;53;53;0.0;True;14
1976801;1193;1657;1657;0.0;True;11
381995039;15073;25343;25343;0.0;True;15
201359567569;364961;551729;364961;0.002010822296142578;True;20
58031257;5927;9791;9791;0.0;True;14
50334113668484447;229257547;219552701;229257547;0.02196478843688965;True;28
576955699;30509;18911;30509;0.0;True;16
3071241079279643;66001357;46532999;66001357;0.5256848335266113;True;26
33619435110637;7587703;4430779;4430779;0.009980916976928711;True;23
1710649;2213;773;773;0.0;True;13
2181938744938319;39771877;54861347;39771877;0.6051876544952393;True;26
8907957727;82129;108463;82129;0.0;True;18
14145821;281;50341;281;0.0;True;16
10332317;11243;919;919;0.0;True;14
14351302841819;2329777;6159947;6159947;0.003995656967163086;True;23
94;2;47;2;0.0;True;10
147666523451;305363;483577;483577;0.0019986629486083984;True;19
22599877;7927;2851;2851;0.0;True;13
2018604077213;1776457;1136309;1776457;0.002996683120727539;True;21
432947128099357;20498353;21121069;21121069;0.01098942756652832;True;27
791994359464541;23941103;33080947;33080947;0.9289946556091309;True;27
1842160531;31643;58217;31643;0.0009982585906982422;True;17
36258529;6691;5419;6691;0.0;True;13
549823;487;1129;1129;0.0;True;11
375281694971;644381;582391;644381;0.0020112991333007812;True;20
5583707478900179;34338203;162609193;34338203;0.005993843078613281;True;30
32792887661394103;194452847;168641849;194452847;0.018980979919433594;True;28
284941523120831;57437153;4960927;4960927;0.010988473892211914;True;26
98911387;1811;54617;1811;0.0;True;16
126389;599;211;211;0.0;True;10
12369765285223;5736881;2156183;2156183;0.053945302963256836;True;23
631362052578629;21356611;29562839;29562839;0.009989738464355469;True;25
588565628830477;18965039;31034243;31034243;0.004994869232177734;True;25
262245367;27701;9467;9467;0.0009989738464355469;True;15
33044641539451;3071429;10758719;3071429;0.08890485763549805;True;24
13109027;8087;1621;1621;0.0;True;13
367998863;14071;26153;26153;0.0;True;15
58814537;6007;9791;9791;0.0;True;14
67815880530527;4143901;16365227;4143901;0.0019986629486083984;True;24
364268418223;208037;1750979;1750979;0.0009989738464355469;True;21
4384883;2777;1579;2777;0.0;True;13
24105879151;110927;217313;217313;0.0009996891021728516;True;18
53955849827342549;267559961;201658909;201658909;0.032965660095214844;True;28
186968183;14401;12983;12983;0.0;True;16
3438262447;80629;42643;42643;0.0;True;18
37229742137953;2670677;13940189;2670677;0.003983020782470703;True;24
282474847;2713;104119;2713;0.0;True;17
102361513;6703;15271;15271;0.000993967056274414;True;14
4263031;10631;401;401;0.0;True;16
202400701876951;15802519;12808129;12808129;0.00699305534362793;True;24
8181709620782917;67216631;121721507;67216631;0.0279848575592041;True;27
57799934391808649;235933337;244984177;235933337;0.06272006034851074;True;29
1875862211;54139;34649;34649;0.0009987354278564453;True;16
5648796851;109297;51683;51683;0.0009989738464355469;True;17
2655149823084631;112989479;23499089;23499089;0.018976688385009766;True;27
3709037;3109;1193;1193;0.0;True;12
74283439;11987;6197;6197;0.0;True;14
1965214871;127289;15439;15439;0.0;True;17
17757871531;185711;95621;95621;0.0010097026824951172;True;18
136442507251;510449;267299;267299;0.001997709274291992;True;19
318883662587789729;672218611;474374939;672218611;0.7605705261230469;True;30
4302414682807;1338277;3214891;3214891;0.0039958953857421875;True;22
2851754201399;2609377;1092887;1092887;0.0019969940185546875;True;24
6391263750727411;53451809;119570579;53451809;0.1428542137145996;True;28
8955103771;81359;110069;110069;0.0009992122650146484;True;17
61400572382197;7773599;7898603;7773599;0.009964227676391602;True;24
536363;829;647;829;0.0;True;10
1850926013646839;61934891;29885029;29885029;0.008991241455078125;True;26
20087;379;53;53;0.0;True;10
82606204469;112799;732331;112799;0.0;True;20
53517143;7823;6841;7823;0.0;True;13
88290258497704091;244962451;360423641;244962451;0.06892991065979004;True;29
102388086863677;18394139;5566343;5566343;0.37360310554504395;True;25
226417;257;881;257;0.0;True;10
